,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2394,3417,2022,SE,FT,Data Engineer,80000,US,100,US,M
2395,3416,2022,SE,FT,Data Engineer,105000,US,100,US,M
3594,3508,2021,MI,FT,Data Engineer,82528,GB,100,GB,L
2292,3309,2022,SE,FT,Data Engineer,93700,US,100,US,M
2398,3413,2022,SE,FT,Data Engineer,100000,US,100,US,M
2399,3412,2022,SE,FT,Data Engineer,210000,US,100,US,M
2214,3335,2022,SE,FT,Data Engineer,130000,US,100,US,M
2400,3410,2022,EX,FT,Data Engineer,324000,US,100,US,M
247,961,2023,SE,FT,Data Engineer,130000,US,100,US,M
3590,3502,2021,MI,FT,Data Engineer,200000,US,100,US,L
44,1228,2023,SE,FT,Data Engineer,129000,US,0,US,M
3730,3524,2020,MI,FT,Data Engineer,74130,AT,50,AT,L
2205,3371,2022,SE,FT,Data Engineer,126000,US,100,US,M
2342,3458,2022,EN,FT,Data Engineer,55475,PK,100,DE,M
3167,2575,2022,SE,FT,Data Engineer,129300,US,0,US,M
3488,3586,2021,MI,FT,Data Engineer,200000,US,100,US,L
3261,2280,2022,EX,FT,Data Engineer,239000,US,100,US,M
3263,2278,2022,SE,FT,Data Engineer,36773,PT,0,PT,M
3264,2277,2022,SE,FT,Data Engineer,63040,PT,0,PT,M
3265,2276,2022,MI,FT,Data Engineer,95000,US,0,US,M
2951,1971,2022,SE,FT,Data Engineer,190000,US,100,US,M
2950,1958,2022,SE,FT,Data Engineer,120000,US,0,US,M
140,1330,2023,EX,FT,Data Engineer,236000,US,100,US,M
3267,2287,2022,MI,FT,Data Engineer,161000,US,100,US,M
3269,2272,2022,SE,FT,Data Engineer,106800,US,0,US,M
3270,2271,2022,SE,FT,Data Engineer,153600,US,0,US,M
3271,2270,2022,MI,FT,Data Engineer,95000,US,0,US,M
3272,2269,2022,MI,FT,Data Engineer,120000,US,0,US,M
3273,2268,2022,EN,FT,Data Engineer,135000,US,0,US,M
143,1356,2023,SE,FT,Data Engineer,226700,US,0,US,M
2939,1959,2022,SE,FT,Data Engineer,95000,US,0,US,M
3274,2267,2022,EN,FT,Data Engineer,160000,US,0,US,M
2938,1894,2022,MI,FT,Data Engineer,115000,US,0,US,M
2937,1893,2022,MI,FT,Data Engineer,130000,US,0,US,M
3279,2288,2022,MI,FT,Data Engineer,118000,US,100,US,M
3280,2313,2022,SE,FT,Data Engineer,43096,GB,100,GB,M
3262,2279,2022,EX,FT,Data Engineer,310000,US,100,US,M
2960,1949,2022,SE,FT,Data Engineer,95000,US,0,US,M
3012,1897,2022,MI,FT,Data Engineer,105000,US,0,US,M
2961,1948,2022,SE,FT,Data Engineer,120000,US,0,US,M
3246,2549,2022,SE,FT,Data Engineer,170000,US,0,US,M
3006,1903,2022,SE,FT,Data Engineer,185900,US,0,US,M
3005,1904,2022,SE,FT,Data Engineer,129300,US,0,US,M
3004,1905,2022,SE,FT,Data Engineer,130000,US,0,US,M
3002,1906,2022,SE,FT,Data Engineer,75000,US,0,US,M
3000,1909,2022,SE,FT,Data Engineer,167500,US,0,US,M
2999,1910,2022,SE,FT,Data Engineer,106500,US,0,US,M
2982,1979,2022,SE,FT,Data Engineer,210000,US,100,US,M
2981,1980,2022,SE,FT,Data Engineer,130000,US,100,US,M
3253,2550,2022,SE,FT,Data Engineer,130000,US,0,US,M
138,1303,2023,EX,FT,Data Engineer,116704,US,100,US,M
2974,1987,2022,SE,FT,Data Engineer,198800,US,0,US,M
3255,2275,2022,MI,FT,Data Engineer,120000,US,0,US,M
2973,1988,2022,SE,FT,Data Engineer,122600,US,0,US,M
2972,1989,2022,MI,FT,Data Engineer,130000,US,100,US,M
2971,1990,2022,MI,FT,Data Engineer,80000,US,100,US,M
2966,1995,2022,EN,FT,Data Engineer,160000,US,0,US,M
2964,1946,2022,MI,FT,Data Engineer,35610,IN,50,IN,L
2963,1972,2022,SE,FT,Data Engineer,120000,US,100,US,M
2929,1822,2022,SE,FT,Data Engineer,175000,US,0,US,M
2928,1823,2022,SE,FT,Data Engineer,155000,US,0,US,M
2927,1824,2022,SE,FT,Data Engineer,153600,US,0,US,M
2926,1825,2022,SE,FT,Data Engineer,106800,US,0,US,M
2878,1874,2022,SE,FT,Data Engineer,216000,US,100,US,M
2877,1875,2022,SE,FT,Data Engineer,144000,US,100,US,M
2876,1876,2022,EN,FT,Data Engineer,85000,US,0,US,M
3306,2260,2022,SE,FT,Data Engineer,110000,US,100,US,M
3307,2223,2022,SE,FT,Data Engineer,150000,US,100,US,M
3316,2225,2022,SE,FT,Data Engineer,134000,US,0,US,M
3317,2224,2022,SE,FT,Data Engineer,179500,US,0,US,M
3318,2222,2022,SE,FT,Data Engineer,205000,US,100,US,M
160,1338,2023,MI,FT,Data Engineer,59020,ES,100,ES,M
2859,1866,2022,MI,FT,Data Engineer,150000,US,100,US,M
2858,1865,2022,MI,FT,Data Engineer,150000,US,100,US,M
3319,2259,2022,SE,FT,Data Engineer,125000,US,100,US,M
3324,2217,2022,SE,FT,Data Engineer,129300,US,0,US,M
3325,2216,2022,SE,FT,Data Engineer,185900,US,0,US,M
3329,2407,2022,SE,FT,Data Engineer,225000,US,100,US,M
3331,2235,2022,MI,FT,Data Engineer,160000,US,100,US,M
3332,2236,2022,MI,FT,Data Engineer,90000,US,100,US,M
3333,2237,2022,SE,FT,Data Engineer,68293,ES,0,ES,M
2852,1847,2022,MI,FT,Data Engineer,260000,US,0,US,M
2880,1872,2022,EN,FT,Data Engineer,135000,US,0,US,M
2881,1871,2022,EN,FT,Data Engineer,160000,US,0,US,M
2882,1870,2022,MI,FT,Data Engineer,95000,US,0,US,M
2912,1838,2022,SE,FT,Data Engineer,145000,US,0,US,M
2921,1830,2022,SE,FT,Data Engineer,170000,US,0,US,M
2920,1831,2022,SE,FT,Data Engineer,130000,US,0,US,M
2917,1834,2022,SE,FT,Data Engineer,145000,US,0,US,M
2916,1835,2022,SE,FT,Data Engineer,100000,US,0,US,M
3281,2301,2022,SE,FT,Data Engineer,102000,US,0,US,M
2915,1836,2022,SE,FT,Data Engineer,175000,US,0,US,M
2914,1837,2022,SE,FT,Data Engineer,120000,US,0,US,M
3282,2311,2022,SE,FT,Data Engineer,100000,US,0,US,M
2904,471,2022,EN,FT,Data Engineer,59888,NL,100,NL,L
2883,1869,2022,MI,FT,Data Engineer,120000,US,0,US,M
3283,2310,2022,SE,FT,Data Engineer,135000,US,0,US,M
152,1346,2023,EN,FT,Data Engineer,26827,DE,100,DE,L
3284,2309,2022,MI,FT,Data Engineer,65000,US,0,US,M
3285,2308,2022,MI,FT,Data Engineer,80000,US,0,US,M
3286,2307,2022,SE,FT,Data Engineer,100000,US,0,US,M
3287,2306,2022,SE,FT,Data Engineer,135000,US,0,US,M
3292,2300,2022,SE,FT,Data Engineer,146000,US,0,US,M
2886,1839,2022,SE,FT,Data Engineer,115000,US,0,US,M
3011,1898,2022,MI,FT,Data Engineer,70000,US,0,US,M
3242,2553,2022,MI,FT,Data Engineer,78000,BR,100,BR,M
2507,3088,2022,SE,FT,Data Engineer,80000,US,0,US,L
3201,2516,2022,SE,FT,Data Engineer,200000,US,0,US,M
3208,2534,2022,SE,FT,Data Engineer,171000,US,0,US,M
3124,2459,2022,SE,FT,Data Engineer,150000,US,0,US,M
113,1244,2023,SE,FT,Data Engineer,87980,US,0,US,M
3113,2417,2022,SE,FT,Data Engineer,182500,US,100,US,M
3112,2418,2022,SE,FT,Data Engineer,128500,US,100,US,M
3111,2419,2022,MI,FT,Data Engineer,160000,US,100,US,M
3110,2420,2022,MI,FT,Data Engineer,90000,US,100,US,M
3102,2428,2022,SE,FT,Data Engineer,170000,US,100,US,M
3101,2429,2022,SE,FT,Data Engineer,140000,US,100,US,M
3100,2430,2022,SE,FT,Data Engineer,247500,US,0,US,M
3099,2431,2022,SE,FT,Data Engineer,172200,US,0,US,M
3098,2432,2022,SE,FT,Data Engineer,225000,US,0,US,M
3097,2433,2022,SE,FT,Data Engineer,184100,US,0,US,M
3095,2514,2022,SE,FT,Data Engineer,97000,US,100,US,M
3093,2463,2022,SE,FT,Data Engineer,170000,US,0,US,M
3092,2491,2022,SE,FT,Data Engineer,182000,US,100,US,M
3221,2521,2022,SE,FT,Data Engineer,180000,US,0,US,M
3222,2520,2022,SE,FT,Data Engineer,260000,US,0,US,M
108,1162,2023,SE,FT,Data Engineer,146000,US,100,US,M
3207,2535,2022,SE,FT,Data Engineer,117000,US,0,US,M
3125,2458,2022,SE,FT,Data Engineer,220000,US,0,US,M
3241,2543,2022,SE,FT,Data Engineer,110000,US,0,US,M
3126,2457,2022,SE,FT,Data Engineer,100000,US,0,US,M
3163,2581,2022,SE,FT,Data Engineer,184100,US,0,US,M
3168,2574,2022,SE,FT,Data Engineer,185900,US,0,US,M
109,1161,2023,SE,FT,Data Engineer,259000,US,100,US,M
110,1160,2023,MI,FT,Data Engineer,120000,US,100,US,M
3174,2596,2022,MI,FT,Data Engineer,110820,GB,0,GB,M
3175,2597,2022,MI,FT,Data Engineer,92350,GB,0,GB,M
3182,2615,2022,SE,FT,Data Engineer,130000,US,0,US,M
3183,2614,2022,SE,FT,Data Engineer,191200,US,0,US,M
3147,2515,2022,SE,FT,Data Engineer,90000,US,100,US,M
112,1243,2023,SE,FT,Data Engineer,167580,US,0,US,M
3143,2440,2022,SE,FT,Data Engineer,161000,US,100,US,M
3142,2441,2022,SE,FT,Data Engineer,110000,US,100,US,M
3133,2450,2022,EN,FT,Data Engineer,61566,GB,100,GB,M
3194,2603,2022,SE,FT,Data Engineer,129300,US,0,US,M
3195,2602,2022,SE,FT,Data Engineer,185900,US,0,US,M
3132,2451,2022,EN,FT,Data Engineer,49253,GB,100,GB,M
3131,2452,2022,SE,FT,Data Engineer,160000,US,0,US,M
3130,2453,2022,SE,FT,Data Engineer,130000,US,0,US,M
3127,2456,2022,SE,FT,Data Engineer,135000,US,0,US,M
3225,2517,2022,SE,FT,Data Engineer,160000,US,0,US,M
3226,2540,2022,SE,FT,Data Engineer,197000,US,0,US,M
116,1326,2023,MI,FT,Data Engineer,63192,GB,100,GB,M
117,1325,2023,MI,FT,Data Engineer,66837,GB,100,GB,M
3036,1925,2022,EX,FT,Data Engineer,145000,US,0,US,M
3035,1926,2022,MI,FT,Data Engineer,92350,GB,100,GB,M
3034,1927,2022,MI,FT,Data Engineer,73880,GB,100,GB,M
3033,1928,2022,SE,FT,Data Engineer,145000,US,0,US,M
3237,2558,2022,SE,FT,Data Engineer,115000,US,0,US,M
3032,1929,2022,SE,FT,Data Engineer,100000,US,0,US,M
3029,1921,2022,SE,FT,Data Engineer,120000,US,0,US,M
3028,1932,2022,EX,FT,Data Engineer,310000,US,100,US,M
3238,2557,2022,SE,FT,Data Engineer,145000,US,0,US,M
127,1329,2023,EX,FT,Data Engineer,284000,US,100,US,M
3023,1938,2022,SE,FT,Data Engineer,100000,US,0,US,M
3022,1939,2022,SE,FT,Data Engineer,78000,US,0,US,M
3021,1940,2022,SE,FT,Data Engineer,73546,ES,0,ES,M
3020,1941,2022,SE,FT,Data Engineer,36773,ES,0,ES,M
3019,1942,2022,MI,FT,Data Engineer,160000,US,100,US,M
3018,1943,2022,MI,FT,Data Engineer,120000,US,100,US,M
3017,1933,2022,EX,FT,Data Engineer,239000,US,100,US,M
3240,2554,2022,MI,FT,Data Engineer,42000,BR,100,BR,M
3015,1920,2022,SE,FT,Data Engineer,175000,US,0,US,M
3037,1924,2022,EX,FT,Data Engineer,200000,US,0,US,M
3038,1923,2022,SE,FT,Data Engineer,120000,US,0,US,M
3039,1922,2022,SE,FT,Data Engineer,175000,US,0,US,M
3072,2511,2022,SE,FT,Data Engineer,150000,US,0,US,M
118,1324,2023,SE,FT,Data Engineer,81500,US,0,US,M
3082,2490,2022,SE,FT,Data Engineer,236000,US,100,US,M
3080,2503,2022,SE,FT,Data Engineer,130000,US,0,US,M
3079,2504,2022,SE,FT,Data Engineer,195000,US,100,US,M
3078,2505,2022,SE,FT,Data Engineer,175000,US,100,US,M
3077,2506,2022,SE,FT,Data Engineer,155000,US,0,US,M
3076,2507,2022,SE,FT,Data Engineer,110000,US,0,US,M
3073,2510,2022,SE,FT,Data Engineer,170000,US,0,US,M
119,1323,2023,SE,FT,Data Engineer,128000,US,0,US,M
3040,2209,2022,SE,FT,Data Engineer,120000,US,0,US,M
3070,2502,2022,SE,FT,Data Engineer,300000,US,0,US,M
3053,2477,2022,SE,FT,Data Engineer,275000,US,100,US,M
3227,2541,2022,SE,FT,Data Engineer,99000,US,0,US,M
3228,2542,2022,SE,FT,Data Engineer,160000,US,0,US,M
3052,2478,2022,SE,FT,Data Engineer,166000,US,100,US,M
3231,2564,2022,SE,FT,Data Engineer,105700,US,0,US,L
3043,2462,2022,SE,FT,Data Engineer,240000,US,0,US,M
3232,2563,2022,SE,FT,Data Engineer,205600,US,0,US,L
2851,1848,2022,MI,FT,Data Engineer,175000,US,0,US,M
2848,1851,2022,SE,FT,Data Engineer,250000,US,100,US,M
2847,1852,2022,SE,FT,Data Engineer,63000,US,100,US,M
3427,2318,2022,SE,FT,Data Engineer,138750,US,100,US,M
2623,1877,2022,EN,FT,Data Engineer,65000,US,0,US,M
2621,3188,2022,SE,FT,Data Engineer,136994,US,100,US,M
2620,3189,2022,SE,FT,Data Engineer,101570,US,100,US,M
3430,2315,2022,MI,FT,Data Engineer,135000,US,100,US,M
3431,2337,2022,SE,FT,Data Engineer,129300,US,0,US,M
212,1285,2023,SE,FT,Data Engineer,162500,US,100,US,M
2615,3194,2022,SE,FT,Data Engineer,183600,US,100,US,L
2614,3195,2022,SE,FT,Data Engineer,100800,US,100,US,L
2609,3200,2022,MI,FT,Data Engineer,84053,ES,100,ES,M
2608,3201,2022,MI,FT,Data Engineer,73546,ES,100,ES,M
2607,3202,2022,MI,FT,Data Engineer,98506,GB,100,GB,M
3436,2348,2022,EN,FT,Data Engineer,160000,US,0,US,M
2606,3203,2022,MI,FT,Data Engineer,86193,GB,100,GB,M
2605,3204,2022,MI,FT,Data Engineer,84053,GR,100,GR,M
2604,3205,2022,MI,FT,Data Engineer,73546,GR,100,GR,M
213,1284,2023,SE,FT,Data Engineer,250000,US,100,US,M
3440,2349,2022,EN,FT,Data Engineer,135000,US,0,US,M
2598,3210,2022,MI,FT,Data Engineer,92350,GB,100,GB,M
2596,3184,2022,SE,FT,Data Engineer,165400,US,100,US,M
3428,2317,2022,SE,FT,Data Engineer,231250,US,100,US,M
3424,2321,2022,SE,FT,Data Engineer,231250,US,100,US,M
161,1337,2023,MI,FT,Data Engineer,66531,ES,100,ES,M
2625,1998,2022,SE,FT,Data Engineer,144000,US,100,US,M
2664,2079,2022,SE,FT,Data Engineer,216000,US,100,US,M
2662,2092,2022,SE,FT,Data Engineer,160000,US,0,US,M
3402,2385,2022,SE,FT,Data Engineer,150000,US,100,US,M
3404,2384,2022,SE,FT,Data Engineer,175000,US,100,US,M
97,1173,2023,MI,FT,Data Engineer,125000,US,0,US,M
199,1298,2023,SE,FT,Data Engineer,241871,US,0,US,M
2655,2099,2022,SE,FT,Data Engineer,105000,US,0,US,M
3410,2336,2022,SE,FT,Data Engineer,185900,US,0,US,M
3164,2580,2022,SE,FT,Data Engineer,225000,US,0,US,M
2654,2100,2022,SE,FT,Data Engineer,70000,US,0,US,M
2652,2091,2022,SE,FT,Data Engineer,178750,US,0,US,M
2649,2076,2022,SE,FT,Data Engineer,106800,US,0,US,M
3417,2328,2022,SE,FT,Data Engineer,116250,US,100,US,M
2640,2061,2022,SE,FT,Data Engineer,194000,US,100,US,M
2639,2062,2022,SE,FT,Data Engineer,129400,US,100,US,M
3418,2327,2022,SE,FT,Data Engineer,193750,US,100,US,M
211,1274,2023,SE,FT,Data Engineer,75000,US,100,US,M
3423,2322,2022,SE,FT,Data Engineer,138750,US,100,US,M
2626,2075,2022,SE,FT,Data Engineer,153600,US,0,US,M
2593,3164,2022,MI,FT,Data Engineer,110820,GB,0,GB,M
2592,3165,2022,MI,FT,Data Engineer,92350,GB,0,GB,M
86,1172,2023,SE,FT,Data Engineer,109400,US,0,US,M
3447,2406,2022,SE,FT,Data Engineer,315000,US,100,US,M
80,1134,2023,SE,FT,Data Engineer,66000,US,100,US,M
2537,3220,2022,MI,FT,Data Engineer,63040,GR,100,GR,M
2536,3221,2022,MI,FT,Data Engineer,47280,GR,100,GR,M
3474,3633,2021,EN,FT,Data Engineer,65013,DE,50,DE,M
3478,3599,2021,MI,FT,Data Engineer,72212,GB,50,GB,L
3480,3597,2021,MI,FT,Data Engineer,12103,TR,0,TR,M
2535,3222,2022,MI,FT,Data Engineer,73880,GB,100,GB,M
2534,3223,2022,MI,FT,Data Engineer,55410,GB,100,GB,M
2532,3226,2022,MI,FT,Data Engineer,82900,US,0,US,M
2531,3227,2022,MI,FT,Data Engineer,63900,US,0,US,M
3481,3596,2021,SE,FT,Data Engineer,96282,GB,50,GB,L
2522,3236,2022,SE,FT,Data Engineer,136000,US,0,US,M
2521,3237,2022,SE,FT,Data Engineer,108800,US,0,US,M
2515,3080,2022,SE,FT,Data Engineer,250000,US,0,US,M
2514,3081,2022,SE,FT,Data Engineer,63000,US,0,US,M
2511,3084,2022,SE,FT,Data Engineer,250000,US,0,US,M
2510,3085,2022,SE,FT,Data Engineer,63000,US,0,US,M
2508,3087,2022,SE,FT,Data Engineer,100000,US,0,US,L
3487,3587,2021,SE,FT,Data Engineer,174000,US,100,US,L
2542,3215,2022,MI,FT,Data Engineer,47280,ES,100,ES,M
2543,3214,2022,MI,FT,Data Engineer,63040,ES,100,ES,M
2544,3238,2022,EX,FT,Data Engineer,242000,US,100,US,M
2563,3248,2022,SE,FT,Data Engineer,181940,US,0,US,M
2589,3168,2022,SE,FT,Data Engineer,209100,US,100,US,L
2588,3169,2022,SE,FT,Data Engineer,154600,US,100,US,L
2585,3185,2022,SE,FT,Data Engineer,132320,US,100,US,M
2584,3172,2022,SE,FT,Data Engineer,175000,US,100,US,M
2573,3173,2022,SE,FT,Data Engineer,155000,US,100,US,M
2572,3211,2022,MI,FT,Data Engineer,73880,GB,100,GB,M
2569,3242,2022,MI,FT,Data Engineer,73880,GB,0,GB,M
2568,3243,2022,MI,FT,Data Engineer,49253,GB,0,GB,M
2562,3249,2022,SE,FT,Data Engineer,132320,US,0,US,M
2545,3239,2022,EX,FT,Data Engineer,200000,US,100,US,M
2561,3250,2022,SE,FT,Data Engineer,220110,US,0,US,M
2560,3251,2022,SE,FT,Data Engineer,160080,US,0,US,M
81,1133,2023,SE,FT,Data Engineer,144000,US,100,US,M
2549,3262,2022,MI,FT,Data Engineer,170000,US,100,US,M
2548,3263,2022,MI,FT,Data Engineer,150000,US,100,US,M
3464,3634,2021,MI,FT,Data Engineer,28016,TR,100,TR,M
3465,3635,2021,MI,FT,Data Engineer,111775,US,0,US,M
3466,3636,2021,MI,FT,Data Engineer,93150,US,0,US,M
2666,2088,2022,SE,FT,Data Engineer,130000,US,0,US,M
2667,2087,2022,SE,FT,Data Engineer,152500,US,0,US,M
2670,2084,2022,EN,FT,Data Engineer,135000,US,0,US,M
2765,2200,2022,SE,FT,Data Engineer,42026,ES,0,ES,M
2804,2106,2022,SE,FT,Data Engineer,134760,US,100,US,M
2802,2108,2022,SE,FT,Data Engineer,197000,US,0,US,M
2801,2109,2022,SE,FT,Data Engineer,99000,US,0,US,M
2800,2110,2022,SE,FT,Data Engineer,220000,US,100,US,M
2799,2111,2022,SE,FT,Data Engineer,162000,US,100,US,M
2798,2112,2022,MI,FT,Data Engineer,110446,LT,0,LT,M
2797,2113,2022,MI,FT,Data Engineer,79178,LT,0,LT,M
2790,2122,2022,SE,FT,Data Engineer,100000,US,0,US,M
2789,2123,2022,SE,FT,Data Engineer,78000,US,0,US,M
2788,2124,2022,SE,FT,Data Engineer,120000,US,0,US,M
2787,2125,2022,SE,FT,Data Engineer,95000,US,0,US,M
3366,2405,2022,SE,FT,Data Engineer,142127,US,100,US,M
2781,2105,2022,SE,FT,Data Engineer,197430,US,100,US,M
2779,2160,2022,SE,FT,Data Engineer,178000,CA,0,CA,M
2776,2189,2022,SE,FT,Data Engineer,135000,US,0,US,M
2775,2190,2022,SE,FT,Data Engineer,120000,US,0,US,M
2772,2193,2022,EN,FT,Data Engineer,160000,US,0,US,M
2771,2194,2022,EN,FT,Data Engineer,135000,US,0,US,M
2767,2197,2022,MI,FT,Data Engineer,120000,US,0,US,M
2810,2155,2022,SE,FT,Data Engineer,150000,US,0,US,M
2811,2154,2022,SE,FT,Data Engineer,175000,US,0,US,M
170,1259,2023,SE,FT,Data Engineer,101943,IE,100,IE,M
169,1245,2023,SE,FT,Data Engineer,250000,US,100,US,M
3344,2248,2022,SE,FT,Data Engineer,160000,US,0,US,M
3345,2247,2022,SE,FT,Data Engineer,200000,US,0,US,M
167,1302,2023,EX,FT,Data Engineer,210914,US,100,US,M
2834,1996,2022,EN,FT,Data Engineer,135000,US,0,US,M
2833,2210,2022,SE,FT,Data Engineer,95000,US,0,US,M
2832,1997,2022,SE,FT,Data Engineer,216000,US,100,US,M
2830,2134,2022,SE,FT,Data Engineer,154600,US,100,US,M
3348,2244,2022,SE,FT,Data Engineer,105200,US,0,US,M
2827,2137,2022,MI,FT,Data Engineer,160000,US,100,US,M
3355,2312,2022,SE,FT,Data Engineer,61566,GB,100,GB,M
2826,2138,2022,MI,FT,Data Engineer,75000,US,100,US,M
3349,2243,2022,SE,FT,Data Engineer,168400,US,0,US,M
3352,2240,2022,SE,FT,Data Engineer,115000,US,0,US,M
3353,2239,2022,SE,FT,Data Engineer,145000,US,0,US,M
2823,2141,2022,SE,FT,Data Engineer,213000,US,0,US,M
2822,2142,2022,SE,FT,Data Engineer,152000,US,0,US,M
3354,2238,2022,SE,FT,Data Engineer,36773,ES,0,ES,M
2820,2133,2022,SE,FT,Data Engineer,230000,US,100,US,M
2766,2199,2022,SE,FT,Data Engineer,68293,ES,0,ES,M
2764,2201,2022,SE,FT,Data Engineer,191200,US,0,US,M
2671,2083,2022,EN,FT,Data Engineer,160000,US,0,US,M
2763,2202,2022,SE,FT,Data Engineer,130000,US,0,US,M
2711,2042,2022,SE,FT,Data Engineer,120000,US,0,US,M
2710,2043,2022,SE,FT,Data Engineer,95000,US,0,US,M
99,1159,2023,MI,FT,Data Engineer,140000,US,100,US,M
3383,2404,2022,SE,FT,Data Engineer,179305,US,100,US,M
2704,2038,2022,SE,FT,Data Engineer,36773,ES,0,ES,M
98,1171,2023,SE,FT,Data Engineer,139500,US,0,US,M
2697,2003,2022,SE,FT,Data Engineer,215000,US,100,US,M
2696,2004,2022,SE,FT,Data Engineer,150000,US,100,US,M
194,1246,2023,SE,FT,Data Engineer,63000,US,100,US,M
2693,2007,2022,MI,FT,Data Engineer,187000,US,100,US,M
2692,2008,2022,MI,FT,Data Engineer,153000,US,100,US,M
196,1273,2023,SE,FT,Data Engineer,160000,US,100,US,M
197,1299,2023,SE,FT,Data Engineer,133832,US,0,US,M
3389,2393,2022,SE,FT,Data Engineer,100000,US,100,US,M
3391,2314,2022,MI,FT,Data Engineer,175000,US,100,US,M
2674,2080,2022,SE,FT,Data Engineer,144000,US,100,US,M
3394,2392,2022,SE,FT,Data Engineer,135000,US,100,US,M
3395,2391,2022,MI,FT,Data Engineer,145000,US,0,US,M
3397,2390,2022,MI,FT,Data Engineer,170000,US,0,US,M
2715,2037,2022,SE,FT,Data Engineer,68293,ES,0,ES,M
187,1253,2023,SE,FT,Data Engineer,124740,US,0,US,M
2717,2036,2022,SE,FT,Data Engineer,146000,US,100,US,M
2751,2162,2022,SE,FT,Data Engineer,300000,US,0,US,M
2762,2203,2022,SE,FT,Data Engineer,191200,US,0,US,M
2761,2204,2022,SE,FT,Data Engineer,130000,US,0,US,M
177,1264,2023,EX,FT,Data Engineer,210000,US,0,US,M
2758,2207,2022,SE,FT,Data Engineer,230000,US,0,US,L
2757,2208,2022,SE,FT,Data Engineer,154600,US,0,US,L
2756,2198,2022,MI,FT,Data Engineer,95000,US,0,US,M
178,1263,2023,EX,FT,Data Engineer,235000,US,0,US,M
2752,2161,2022,SE,FT,Data Engineer,132000,CA,0,CA,M
2750,2163,2022,SE,FT,Data Engineer,130000,US,0,US,M
2718,2035,2022,SE,FT,Data Engineer,220000,US,100,US,M
2740,2173,2022,SE,FT,Data Engineer,194000,US,100,US,M
2739,2174,2022,SE,FT,Data Engineer,129400,US,100,US,M
182,1257,2023,EN,FT,Data Engineer,12000,VN,0,VN,L
184,1256,2023,SE,FT,Data Engineer,163625,US,100,US,M
185,1255,2023,SE,FT,Data Engineer,213580,US,100,US,M
3376,2361,2022,SE,FT,Data Engineer,130000,US,0,US,M
3377,2360,2022,SE,FT,Data Engineer,191200,US,0,US,M
186,1254,2023,SE,FT,Data Engineer,65488,US,0,US,M
96,1174,2023,MI,FT,Data Engineer,90000,US,0,US,M
2152,2781,2022,SE,FT,Data Engineer,102100,US,0,US,M
408,1043,2023,SE,FT,Data Engineer,106800,US,0,US,M
400,1037,2023,SE,FT,Data Engineer,65000,US,0,US,M
1380,756,2023,SE,FT,Data Engineer,130000,US,100,US,M
1379,755,2023,SE,FT,Data Engineer,160000,US,100,US,M
1365,741,2023,SE,FT,Data Engineer,139500,US,0,US,M
1364,742,2023,SE,FT,Data Engineer,109400,US,0,US,M
1361,745,2023,EX,FT,Data Engineer,210914,US,100,US,M
1360,746,2023,EX,FT,Data Engineer,116704,US,100,US,M
410,1027,2023,SE,FT,Data Engineer,109400,US,0,US,M
1357,749,2023,SE,FT,Data Engineer,146000,US,0,US,M
1356,750,2023,SE,FT,Data Engineer,75000,US,0,US,M
1351,458,2023,EN,FT,Data Engineer,61800,US,100,US,M
1349,456,2023,SE,FT,Data Engineer,129000,US,0,US,M
411,1026,2023,SE,FT,Data Engineer,139500,US,0,US,M
1347,147,2023,SE,FT,Data Engineer,95000,US,100,US,M
1346,148,2023,SE,FT,Data Engineer,75000,US,100,US,M
1341,153,2023,MI,FT,Data Engineer,100000,US,100,US,M
1340,154,2023,MI,FT,Data Engineer,70000,US,100,US,M
416,1021,2023,MI,FT,Data Engineer,100000,US,0,US,M
1335,159,2023,SE,FT,Data Engineer,145000,US,0,US,M
1334,160,2023,SE,FT,Data Engineer,115000,US,0,US,M
417,1020,2023,MI,FT,Data Engineer,140000,US,0,US,M
420,1042,2023,SE,FT,Data Engineer,153600,US,0,US,M
401,1036,2023,SE,FT,Data Engineer,80000,US,0,US,M
399,1038,2023,SE,FT,Data Engineer,124740,US,0,US,M
1466,869,2023,MI,FT,Data Engineer,75000,US,0,US,M
1387,778,2023,SE,FT,Data Engineer,126000,US,0,US,M
1456,706,2023,MI,FT,Data Engineer,57723,GB,100,GB,M
1453,709,2023,MI,FT,Data Engineer,140000,US,0,US,M
1452,710,2023,MI,FT,Data Engineer,95000,US,0,US,M
1420,686,2023,MI,FT,Data Engineer,130000,US,0,US,M
1415,691,2023,SE,FT,Data Engineer,147100,US,0,US,M
1414,692,2023,SE,FT,Data Engineer,90700,US,0,US,M
1413,693,2023,EN,FT,Data Engineer,115100,US,0,US,M
1412,694,2023,EN,FT,Data Engineer,73900,US,0,US,M
1411,695,2023,SE,FT,Data Engineer,168400,US,0,US,M
1410,696,2023,SE,FT,Data Engineer,105200,US,0,US,M
1409,685,2023,MI,FT,Data Engineer,162500,US,0,US,M
1400,763,2023,SE,FT,Data Engineer,276000,US,100,US,M
1399,764,2023,SE,FT,Data Engineer,178500,US,100,US,M
1396,767,2023,MI,FT,Data Engineer,75116,SI,100,SI,M
1395,768,2023,MI,FT,Data Engineer,48289,SI,100,SI,M
398,1039,2023,SE,FT,Data Engineer,65488,US,0,US,M
